"grp","wbeing","cohes","lead","hrs"
"29",2.3888888889,3,2.9,12
"29",4.2777777778,3.625,3,12
"29",2.5,2.75,3.3636363636,10
"29",3.4444444444,4,1.8333333333,11
"29",2.5555555556,2.5,2.8333333333,16
"29",3.5,1.4,2.5,14
"29",1.8333333333,1,1.6666666667,10
"29",2.2222222222,3.5,3.2,12
"29",2.7222222222,2.25,2.7272727273,12
"29",2.8333333333,1.5,3,14
"29",4.1111111111,3,3.4545454545,9
"29",3.0555555556,2,2.3333333333,12
"29",4.8333333333,3,3,11
"29",4.1111111111,1.625,2.5454545455,10
"29",2.1111111111,2,2.4545454545,14
"29",2.7222222222,3,3.2727272727,9
"29",3.3888888889,3.625,3.7272727273,13
"29",3.5555555556,3.3333333333,4,10
"29",3.0555555556,3.125,2.2727272727,8
"29",3.1111111111,3.25,3.2727272727,16
"30",4.0555555556,2.5,4,12
"30",2.5555555556,1.5,2.1818181818,14
"30",3.4444444444,1.25,1.2727272727,10
"30",1.5555555556,1.125,1,15
"30",2.1111111111,3.75,2.6363636364,12
"30",1.2777777778,3.5,2.8333333333,13
"30",2.6666666667,2.875,2.5454545455,17
"30",2.5,3.625,3.6363636364,12
"30",3.0588235294,3,2.4545454545,14
"30",2.5882352941,3.75,3.0909090909,10
"30",2.8888888889,1,3,18
"30",4.2222222222,2,3,10
"30",3.5,3.125,3.4545454545,11
"30",2.4444444444,2,2.5,16
"30",3.4444444444,3.875,3.5454545455,18
"30",3.6666666667,3.125,2.4545454545,12
"30",3.2777777778,3,2.6666666667,10
"30",2.8888888889,3.5,1.5454545455,10
"30",2.5555555556,1,2,12
"30",4.1111111111,3.5,3.5,13
"30",1.7777777778,3,2.3333333333,14
"30",1,1.75,1.9090909091,12
"30",3.8333333333,3.625,2.6363636364,12
"30",2.4444444444,4,3,16
"30",2.1666666667,2.875,2.9090909091,9
"30",1.3333333333,2.75,1.7272727273,10
"30",1.8888888889,1,1.5,12
"30",2.1111111111,2.125,2.4545454545,16
"30",3.6666666667,2.375,2.9090909091,13
"30",1.8888888889,2,1.8181818182,14
"30",3.1111111111,3.125,2.3636363636,10
"30",3.7777777778,1,2.25,23
"30",2.3888888889,2.375,2.9090909091,16
"30",3.6666666667,2.375,2.0909090909,9
"30",3.4444444444,3,1.9090909091,12
"31",3.5555555556,4.5,4.5454545455,8
"31",3.5882352941,3,3.1666666667,14
"31",3.7222222222,3.125,1.7272727273,14
"31",2.9444444444,2.75,3.4545454545,15
"31",3.8888888889,2,3.5,8
"31",3.0555555556,3.375,3.7272727273,12
"31",3.1666666667,3,3,14
"31",1.9444444444,3.625,2.7272727273,18
"31",2.1666666667,2.625,2.4545454545,11
"31",1.7222222222,3.625,2.1818181818,10
"31",3.7222222222,4,4,13
"31",2.2777777778,3.75,3.1818181818,13
"31",2.5555555556,2,3.5,13
"31",4,3.625,3.4545454545,12
"31",2.9444444444,2.75,2.5454545455,15
"31",1.6666666667,3,1.8333333333,11
"31",1.3888888889,5,3,16
"31",2.7222222222,3.5,2.6363636364,10
"31",2.5,3,2.6666666667,14
"31",2.1666666667,1,3,14
"31",3.9444444444,5,5,10
"31",3.4444444444,3.25,3.0909090909,9
"31",3.1111111111,3.875,3,9
"31",4.5555555556,4.375,4.0909090909,10
"31",1.6470588235,3,3.8333333333,10
"31",2.9444444444,3.5,2.9090909091,10
"31",2.9444444444,4.875,2.9090909091,11
"31",3.0555555556,3.5,3.3333333333,11
"31",2.1666666667,4,2.3333333333,12
"31",4.1111111111,3.5,4.1666666667,10
"31",2.5555555556,4.125,3.4545454545,12
"31",2.3888888889,4,2.6666666667,14
"31",2.2777777778,3.125,3.1818181818,9
"31",2,2.625,4,9
"31",1.5555555556,3.5,3,12
"31",4.0555555556,3.375,2.0909090909,11
"31",1.4444444444,2.75,2.5454545455,12
"31",3.1666666667,4.75,4.8181818182,12
"31",2.7222222222,3.5,3.5,9
"31",1.6666666667,3,3,12
"31",2.2222222222,3.75,3.5454545455,10
"31",2.7777777778,3.5,2.8,12
"32",2.6111111111,3.625,2.3636363636,8
"32",3.3888888889,2.25,3.0909090909,13
"32",3.5882352941,3.75,3.5555555556,8
"32",3.6111111111,4,3.8333333333,8
"32",3.1666666667,3.4285714286,3.6363636364,11
"32",3.5,3.25,3.6363636364,10
"32",4.6111111111,4.125,4.1818181818,10
"32",3.4444444444,1.5,3.6666666667,12
"32",1.4444444444,3.25,2.9090909091,12
"32",4.0555555556,2.75,3.8181818182,10
"32",3.6666666667,2.5,3.3333333333,14
"32",3.5,4.125,3.0909090909,12
"32",3.1666666667,4.125,3.0909090909,11
"32",3.4444444444,4,3.3333333333,11
"32",3,3.5,2.8333333333,10
"32",2.6666666667,4,3,11
"32",4.5,5,4.7272727273,10
"32",2.5555555556,2.75,2.8,12
"32",2.6111111111,2.375,2.3636363636,11
"32",2.7222222222,1.75,3.2727272727,11
"32",4.3888888889,2,3,10
"32",1.8888888889,2.375,2.8181818182,10
"32",2.0555555556,2.875,2.2727272727,12
"32",0.6111111111,3.25,2.4545454545,14
"32",3.6666666667,3.5,3.6363636364,12
"32",3.5555555556,1.75,1.5454545455,13
"32",3.5555555556,3.875,3.8181818182,11
"32",4.7222222222,2.375,3.5454545455,11
"32",2.7777777778,3,2.8333333333,12
"32",2.3333333333,2,2.8333333333,10
"32",4.2222222222,1.5,3.6666666667,13
"32",1.9444444444,2.375,1.9090909091,12
"32",3.3333333333,2.5,2.5,12
"32",3.3888888889,1.625,3.0909090909,8
"32",0.8823529412,1.875,1.5454545455,13
"32",1.3888888889,2.375,2.4545454545,13
"32",2.7777777778,3.875,3.0909090909,12
"32",3.9444444444,4.125,3.0909090909,12
"32",2.7777777778,3.5,2.7272727273,14
"32",3.4444444444,4,3.6363636364,12
"32",3.1111111111,2.875,3.0909090909,14
"32",3.4444444444,3.75,2.9090909091,13
"32",2.8333333333,3.375,3.2,12
"32",3.1666666667,2.875,2.9090909091,14
"32",2.6111111111,4.125,3.6363636364,10
"32",1.8888888889,3,3.6666666667,14
"32",2.5555555556,3.625,1.4545454545,11
"32",2.2222222222,4.125,2.8181818182,12
"33",2.8888888889,3,3,10
"33",3.2777777778,3,3.1666666667,11
"33",1.5882352941,2.25,2.1818181818,10
"33",3.3333333333,3.875,3.6363636364,11
"33",4.7222222222,3,3.6363636364,11
"33",3.7222222222,3,3.6363636364,9
"33",3.4444444444,3.5,3.6363636364,9
"33",2.5555555556,3.625,3.0909090909,12
"33",2.5,2.5,3,11
"33",3.3333333333,3.375,3.5454545455,10
"33",2.3333333333,4.125,3.8181818182,10
"33",1.4444444444,4,4.4545454545,12
"33",4.1111111111,4.375,4.0909090909,9
"33",2.4444444444,2.5,3.5,12
"33",4.1666666667,2.875,2.9090909091,12
"33",3.2222222222,3.25,3.5454545455,11
"33",2.8333333333,3.5,3,10
"33",2.5,2.875,2.8181818182,11
"33",2.1111111111,3.625,2.5454545455,11
"33",3.5,3.5,2.9090909091,10
"33",4.9444444444,3.5,4.5,10
"33",3.3333333333,3,3.1666666667,10
"33",4,2.875,2.2727272727,11
"33",1.5,2.25,3.2727272727,11
"33",3.5,4,3.6666666667,11
"33",3.5555555556,3,2.9090909091,12
"33",2.6111111111,2.5,2.8181818182,11
"33",3.7777777778,3.25,2.9090909091,11
"33",2.5555555556,3.125,2.8181818182,11
"33",3.8888888889,3,2.8333333333,13
"33",2.9444444444,4,4,11
"34",2.8235294118,3,3,12
"34",1.8333333333,3.875,3.3636363636,10
"34",2.7777777778,2.875,2.7272727273,13
"34",2.8333333333,3.375,3.0909090909,11
"34",2.6666666667,1.5,1.4545454545,12
"34",3.9444444444,3.5,4.5454545455,12
"34",3.6666666667,4,4.5,12
"34",3,3.125,2.5454545455,11
"34",2.6666666667,3,3.1818181818,9
"34",4.1666666667,4.25,4.5454545455,14
"34",3.6111111111,2.75,2.1818181818,12
"34",2.2777777778,3.1428571429,3,12
"34",2.9444444444,3.5,3.5454545455,12
"34",1.9444444444,4,2.7272727273,14
"34",2,2.875,2.3636363636,12
"34",2.1666666667,3.375,1.7272727273,9
"34",2.5555555556,2.75,2.2727272727,9
"34",3.7222222222,2.875,3.0909090909,14
"34",3.1666666667,3.5,2,12
"34",4.0555555556,3.125,3.8181818182,9
"34",2.6111111111,3.625,2.5454545455,12
"34",1.4444444444,2.75,3.0909090909,11
"34",1.5555555556,2.75,3,13
"34",2.7777777778,2.75,2.5454545455,11
"34",3.4444444444,3.375,3.2727272727,12
"34",2.2222222222,3,3.5454545455,12
"34",2.4444444444,3.5,3.4545454545,6
"34",0.9444444444,2.125,2.6363636364,11
"34",1.4444444444,3.875,3.9090909091,14
"34",3.1666666667,1.5,1.8181818182,8
"34",3.3333333333,3.5,2.8333333333,13
"34",2.4444444444,3.625,2.4545454545,12
"34",2.3888888889,4,2.5454545455,12
"34",2.1111111111,2.75,2.9090909091,12
"34",2.1666666667,4.25,3.1818181818,12
"34",3.4444444444,4,4,9
"34",2.2222222222,2.375,3.2727272727,12
"34",1.7222222222,2.25,2.7272727273,14
"34",2.8333333333,4.25,3.9,12
"34",2.3333333333,2.1428571429,2.5454545455,12
"34",2.7777777778,2.625,2.3636363636,12
"34",1.7222222222,3.5,3,12
"34",0.8888888889,2.125,1.7272727273,10
"34",1.4444444444,3.625,3,10
"34",4.5,4.125,4.4545454545,10
"34",3.0555555556,2.375,1.6363636364,13
"34",2.1111111111,2.375,2.9090909091,12
"34",2.6666666667,2.875,2.6363636364,12
"34",3.2777777778,4,2.8181818182,11
"34",3.3888888889,5,3.1666666667,12
"34",2.5,2,2.3636363636,12
"34",1.8333333333,3.25,2.6363636364,12
"34",2.2777777778,1.625,2.3636363636,16
"34",4.7777777778,3.5,3.3636363636,10
"34",2.8888888889,2.875,3.1818181818,12
"34",1.7222222222,3.375,3.1818181818,13
"34",3.1666666667,4.125,3.8181818182,12
"34",2.8333333333,2.75,1.5454545455,8
"34",2.6666666667,2.625,2.9090909091,13
"34",1.4444444444,2.5714285714,2.4444444444,10
"34",3.5,2.125,3.4545454545,12
"34",2.5,4,3.7272727273,10
"34",2.9444444444,3,3,12
"34",3.0555555556,4,3.2,12
"34",3.4444444444,2.375,2.5555555556,14
"34",2.6111111111,3.625,3.3,12
"34",3.9444444444,3.125,3.8181818182,12
"34",4.1111111111,2.875,1.7272727273,11
"34",2.2222222222,3.5,2.7,13
"34",2.9444444444,2.25,2.2727272727,14
"34",2.2222222222,2.625,2.1818181818,10
"34",2.8888888889,4.625,4.1818181818,12
"34",3.3333333333,2,3.8333333333,9
"34",2.3333333333,2.75,3,12
"34",2.0555555556,3.2,2.8333333333,14
"34",2.0555555556,3.375,2.6363636364,13
"34",3.3888888889,4.5,3.1666666667,13
"34",2.8333333333,2.875,2.6363636364,12
"34",2.9444444444,3.5,3.1818181818,12
"34",3.0555555556,2.125,3,12
"34",2.9444444444,1.5,3.7272727273,11
"34",2.6111111111,4.25,3.7272727273,12
"34",2.7222222222,3.125,3.2727272727,12
"34",3.5555555556,3.5,3.0909090909,10
"34",1.2222222222,2,1.9090909091,12
"34",3.5,4.1428571429,5,11
"34",2.5,3,3.5454545455,16
"34",1.7777777778,2.5,2.3333333333,12
"34",3.6666666667,3.5714285714,3.2,10
"34",1.7222222222,3.75,2.9090909091,11
"34",1.3333333333,1.5,2.4545454545,11
"34",1.6666666667,4.375,2.1818181818,13
"34",1.3333333333,3.25,2.1111111111,14
"34",2.8888888889,3.625,3.3636363636,10
"34",2.2777777778,3,2.6363636364,10
"34",2.5,2.875,2.2727272727,12
"34",2.2222222222,2,2.5454545455,10
"34",1.4444444444,1.75,2.3636363636,12
"34",2.8333333333,2.125,2.4545454545,12
"35",2.9444444444,3.375,2.5454545455,12
"35",4.1666666667,4.25,3.5454545455,8
"35",2.0555555556,3,3.1666666667,14
"35",3.1111111111,3.75,4.2727272727,14
"35",0.5,2.125,1.7272727273,12
"35",2.8888888889,2,2.3636363636,24
"35",1.6666666667,3.625,2.8181818182,13
"35",0.1666666667,1.625,2,13
"35",2.6666666667,3.75,4.0909090909,16
"35",0.6666666667,2.75,3.2727272727,24
"35",2.4444444444,4.625,3.8181818182,14
"35",2.6111111111,4.375,3.6,14
"35",3.3333333333,2,2.8333333333,13
"35",2.3888888889,3.75,3.5454545455,12
"35",2.5555555556,4.125,2.9090909091,12
"35",3.0555555556,2.625,3.8181818182,12
"35",3.8888888889,4,3.6363636364,12
"35",3.3333333333,3.5,2.8181818182,12
"35",2.1111111111,2.375,2.2727272727,20
"35",3,3.5,3.5454545455,11
"35",2.1111111111,3.875,3.5454545455,14
"35",2.8333333333,3,3.3636363636,12
"35",0.7222222222,3.5,2.7272727273,19
"35",2.8333333333,3.875,3.4545454545,10
"35",1.5,3.75,2.4545454545,13
"35",1.6111111111,2.75,2.7272727273,14
"35",3,3.875,3.7272727273,9
"35",3.7222222222,4.125,3.0909090909,10
"35",3.7777777778,4.875,4.0909090909,12
"35",4.1111111111,2,3,14
"35",1.6111111111,3.75,3.5454545455,13
"35",2,2.5,3,13
"35",2.8333333333,3.125,3.0909090909,13
"35",2.5555555556,3.5,3.3636363636,12
"35",2.6111111111,2.875,3,14
"35",3,3.75,3.6363636364,14
"35",3.0555555556,4,3.9090909091,18
"35",3.3888888889,3.25,3.1818181818,13
"35",1.7222222222,3.5,1.8181818182,12
"35",3.3333333333,3,3.2727272727,12
"35",2.3888888889,3.125,2.8181818182,14
"35",2.9444444444,3.5,4,13
"35",3.8888888889,1.5,2.0909090909,14
"35",2.7777777778,3.75,2.2727272727,14
"35",3,3.25,3.6363636364,15
"35",3.6666666667,2.25,2.9090909091,12
"35",3.5,2.375,2.1818181818,14
"35",2.1111111111,2.25,2.7272727273,12
"35",2.8333333333,3.75,2.0909090909,12
"35",3.3333333333,3.5,2.6363636364,12
"35",3.8461538462,2.875,2.6363636364,12
"35",3.2222222222,3.625,2.0909090909,18
"35",2.3333333333,3,2.1818181818,12
"35",4,3.625,2.7272727273,12
"35",3,1.875,2,12
"35",2.5,2.625,1.1818181818,12
"35",3.6666666667,3.5,3.3636363636,13
"35",2.9444444444,1.25,2.8181818182,13
"35",2.8888888889,3,3.3333333333,11
"35",1.8888888889,2,3.3333333333,15
"35",1.5555555556,1.875,1.9090909091,16
"35",1.8333333333,4.625,3.0909090909,12
"35",1.7222222222,4.375,2.6363636364,12
"35",1.5555555556,4.125,2.2727272727,13
"35",3.2222222222,4.625,3.3636363636,12
"35",3.2777777778,4.625,2.9090909091,12
"35",1.6111111111,4,3,12
"35",3.6666666667,4,3.1818181818,12
"35",2.7777777778,4.875,3.5454545455,12
"35",1.3888888889,1.75,1.3636363636,24
"35",3.5,1,1.1818181818,11
"35",2.3333333333,4,3.7272727273,12
"35",4.1111111111,4,3.2727272727,12
"35",2.7222222222,3.625,2.3636363636,12
"35",3.6111111111,4.625,3.9090909091,12
"35",2.3333333333,3.25,3.6363636364,12
"35",1.8333333333,2.5,1.9090909091,12
"35",2.4444444444,3.25,2.9090909091,13
"35",4,3.5,3.1818181818,12
"35",1,4,2.0909090909,12
"35",3.4444444444,3,2.9090909091,8
"35",2.5,3.875,3.6363636364,11
"35",3.1666666667,3.5,2.1818181818,12
"35",0,1,1.8181818182,10
"35",1,3,3.0909090909,16
"35",2.1111111111,2.875,2.2727272727,11
"35",3.5,2,2.3333333333,15
"35",0.1666666667,2,1,12
"35",3,3.5,4,14
"35",3.3333333333,2.125,3.5454545455,12
"35",2.5,2.875,3,13
"35",1.8333333333,3.5,3.0909090909,16
"36",2.0555555556,1.8333333333,3,12
"36",3.5555555556,2.875,3.3636363636,11
"36",3,3.625,3.3636363636,10
"36",3.2222222222,3.375,3.1818181818,14
"36",2.6666666667,2.125,2.7272727273,13
"36",2.6666666667,3.25,3,12
"36",3.7222222222,4.375,3.3636363636,12
"36",3.7777777778,4.5,4.6363636364,10
"36",2.1111111111,3.125,2.8181818182,10
"36",3.8333333333,3.5,3.0909090909,14
"36",3.8333333333,3.25,3.4545454545,8
"36",4.2777777778,4.5,4.0909090909,9
"36",2.7777777778,2.625,2.9090909091,12
"36",2.5,3.125,3.1,18
"36",3.5,3,2.8333333333,12
"36",2.4444444444,3.75,2.7272727273,12
"36",3.2777777778,4,3.6666666667,14
"36",1.1666666667,3.875,2.4545454545,12
"36",2.5,3.75,1.9090909091,14
"36",3.2222222222,4.75,3.4545454545,14
"36",4,2.875,3,12
"36",3.3888888889,3.875,3.7272727273,9
"36",3.7222222222,3.125,3.0909090909,10
"36",3.7222222222,3.5,4,13
"36",4.4444444444,4,3.5,15
"36",0.3888888889,1,2.6666666667,11
"36",1.1111111111,2.375,2.3636363636,15
"36",4.2777777778,3,2.3333333333,13
"36",3.0555555556,4.75,4,13
"36",4,5,4,11
"36",3.7222222222,3,2.6666666667,13
"36",1.9444444444,3.875,3.4545454545,12
"36",3.2777777778,4.125,4.0909090909,13
"36",3.5555555556,2,3.8333333333,12
"36",3.0555555556,4,4,15
"36",0.9444444444,4.375,2.2727272727,10
"36",2.4444444444,3,3,15
"36",3.5,3.25,3.0909090909,9
"36",2.7222222222,3,2.7272727273,13
"36",3.8333333333,4,4.0909090909,10
"36",1.8333333333,3.5,3,10
"36",1.1111111111,2.75,2.4545454545,10
"36",4.2222222222,3.75,4.2727272727,11
"36",4.3333333333,4,4.1818181818,12
"36",3.3888888889,2,2.8333333333,12
"36",2.4444444444,3,1.4545454545,10
"36",2.6111111111,2.25,3.1818181818,15
"36",2.8888888889,3.5,3.8181818182,12
"36",2.6666666667,4,3.7272727273,10
"36",4.1666666667,3,3.1818181818,13
"36",2.1176470588,3.5,2.0909090909,13
"36",2.3333333333,2.5,4.3333333333,12
"36",3.8888888889,3.5,4.2727272727,9
"36",2.4444444444,3.625,3.6,14
"36",1.9444444444,2.375,3.0909090909,13
"36",2.4285714286,3.25,2.7272727273,11
"36",2.8333333333,2.875,2.3636363636,12
"36",2.0555555556,3.5,1.8181818182,14
"36",2.7222222222,3,2.7272727273,12
"36",3.0555555556,1,1.4545454545,10
"36",2.7777777778,2,4,16
"36",2.3888888889,1,3.8333333333,12
"36",4.5555555556,2.125,3,13
"36",1.3888888889,3,1.9090909091,9
"36",2.4117647059,4,3.5,10
"36",2.5,4.875,3.8181818182,12
"36",2.0555555556,3.5,3.1666666667,14
"36",3.2222222222,3.875,3.1818181818,12
"36",5,4.25,5,8
"36",3.9444444444,4,3.7,14
"36",2.1764705882,2,2.8333333333,19
"36",1.3888888889,2.5,3.5,13
"36",3.1666666667,2,2.6666666667,14
"36",1.7222222222,2.875,1.5454545455,14
"36",2.7777777778,2.625,2.5454545455,12
"36",3.1666666667,3,4,12
"36",1.3888888889,2.75,3.3636363636,13
"36",2.6666666667,3.75,2.7272727273,12
"36",4.1666666667,4,3.2727272727,10
"36",3.1111111111,3.625,3.7272727273,10
"36",3.4117647059,4.625,4,12
"36",2.2222222222,3.125,3.2727272727,13
"36",3,3.625,3.1818181818,11
"36",2.0555555556,1.5,2.5,15
"36",3.2222222222,3.75,3.1818181818,10
"37",2.6111111111,3.5,4,14
"37",3.5555555556,1,2.3333333333,12
"37",3.5555555556,4.25,3.8181818182,14
"37",2.8888888889,2.7142857143,3.5454545455,14
"37",3.6111111111,3.625,2.5454545455,11
"37",3.0555555556,3.375,2.3636363636,11
"37",1.8888888889,1.25,2.3,12
"37",1.2777777778,4.25,1.8181818182,15
"37",1.8333333333,4,3,24
"37",3.7777777778,2,3.3333333333,12
"37",0.3888888889,3.5,1.9090909091,15
"37",0.7777777778,1,1,12
"37",2.3888888889,2.375,2.3636363636,12
"37",1.6666666667,2.75,2.1818181818,10
"37",2.3333333333,3.125,2.6,13
"37",2.2222222222,3.75,2.5454545455,12
"37",1.9444444444,2.1428571429,1.3636363636,11
"37",3.3333333333,3.125,2.2727272727,11
"37",3.7777777778,3.625,3.2727272727,12
"37",3.1111111111,4,3.1818181818,11
"37",2.5,3.5,1.5,12
"37",2.4444444444,3.125,2.9090909091,11
"37",1.7777777778,3.75,3.3636363636,12
"37",1.7777777778,4.125,2.4545454545,13
"37",1.6111111111,2.75,2.5454545455,12
"37",3.0555555556,3.625,3.1818181818,15
"37",3.0555555556,2.75,3.8181818182,10
"37",1.5,2.875,2.5454545455,12
"37",0.9444444444,2.5,2.9090909091,10
"37",2.5555555556,3.875,2.3636363636,11
"37",2.8333333333,3.875,4.2727272727,11
"37",3.7222222222,4.125,3.1818181818,11
"37",2.3888888889,3.5,3,12
"37",3.2777777778,3.25,3.1818181818,11
"37",2.7058823529,3.875,3.0909090909,11
"37",2.2222222222,4,3,14
"37",1.9444444444,3.375,1.9090909091,13
"37",1.8333333333,5,1,14
"37",2.0555555556,4,1.6363636364,11
"37",3.1111111111,4,3.0909090909,11
"37",3.5555555556,3.625,3.1818181818,12
"37",3,4.125,2.6363636364,11
"37",3.7222222222,4,3.8333333333,12
"37",2,4.625,1.2727272727,15
"37",1.6666666667,3.25,1.8181818182,12
"37",2.0555555556,3.875,3,15
"37",2.6666666667,3.75,3,12
"37",3.2222222222,3.75,2.4545454545,11
"37",3.2222222222,4,3.8333333333,12
"38",2.3333333333,3,2.6363636364,10
"38",2.9444444444,2.3333333333,1.8181818182,10
"38",3.6111111111,3.375,2.9090909091,13
"38",4.7222222222,4.375,3.9090909091,9
"38",2,1.25,1.9090909091,11
"38",3.0555555556,3.5,2.3636363636,11
"38",2.7222222222,2,2,10
"38",4.8888888889,3,2.4545454545,11
"38",2.6666666667,3,3,10
"38",3.2222222222,1.3333333333,1,12
"38",2.3888888889,2.875,2.7272727273,10
"38",3.4444444444,3.375,2.5454545455,12
"38",2.7222222222,2.5,2.8181818182,10
"38",3.7222222222,2.375,1.1818181818,11
"38",3.2777777778,3.75,3.8181818182,11
"38",3.5,3.125,2.9090909091,11
"38",2,3.375,2.1818181818,12
"38",2.3333333333,3.5,2.5,12
"38",3.0555555556,4.375,2.6363636364,9
"38",1.5,3,2.8181818182,11
"38",2.7777777778,3.625,2.5454545455,12
"38",1.1666666667,3.875,1.6363636364,11
"38",4.6666666667,4.375,3.7272727273,12
"38",2.5,2.125,1.2727272727,10
"38",3.5555555556,3.875,3.0909090909,10
"38",3.1666666667,2.375,3.4545454545,10
"38",2.9444444444,3.25,1.4545454545,10
"38",2.5,2.125,2.7272727273,10
"38",3.7777777778,3.5,3.2727272727,11
"38",1.7777777778,2.875,2.1,10
"38",2.6666666667,3.25,1.3636363636,10
"38",2.0555555556,1.75,1.4545454545,9
"38",3.8888888889,3.4285714286,2.25,10
"38",1.3888888889,2.375,2,10
"38",4.2777777778,3.875,2.7272727273,10
"38",2.5882352941,2.375,2.7272727273,13
"38",3.3529411765,3.125,3,11
"38",2.7222222222,4,4,11
"38",3.7222222222,3,2.4545454545,10
"38",1.6111111111,3.625,1.3636363636,12
"38",3.8888888889,3.875,4.4545454545,11
"38",3.7222222222,1,2,8
"38",2.8333333333,2.375,1.8181818182,10
"38",3.1666666667,4.25,2,11
"38",3.8888888889,2.5,2.8333333333,11
"38",1.7777777778,3,3,11
"38",3.6666666667,3.2857142857,1.9090909091,8
"38",2.6111111111,4,4,12
"38",3.3333333333,3.125,1.9090909091,10
"38",3.3333333333,2,1.8181818182,11
"38",2.3333333333,1.5,3.3333333333,11
"38",2.3888888889,2.5714285714,2.9090909091,11
"38",2.7222222222,4.3333333333,1.6363636364,12
"38",4.1176470588,3.125,1.1818181818,11
"38",2.3888888889,2.125,1.1818181818,12
"38",2.8333333333,3.5,1.3333333333,11
"39",0.8333333333,2.75,1.0909090909,12
"39",1.6666666667,4.125,3.0909090909,12
"39",2.4444444444,3.25,2.5454545455,14
"39",2.9444444444,4,3.0909090909,11
"39",3.2777777778,3.25,2.5454545455,13
"39",2.3333333333,4,2.0909090909,13
"39",1.7222222222,2.75,1.2727272727,13
"39",3.3888888889,3,3.0909090909,12
"39",4,1,3.5,8
"39",1.8333333333,2.5,2.3333333333,14
"39",2.6666666667,3.5,3.7272727273,12
"39",2.6111111111,3.625,2.4545454545,12
"39",3,2.75,2.0909090909,12
"39",1.5555555556,3.375,2.1818181818,10
"39",2.2307692308,1.75,1.8181818182,22
"39",3.8333333333,2.625,2.3636363636,9
"39",3.3888888889,1,1.1666666667,8
"39",3.6666666667,4,2.7272727273,12
"39",2.8333333333,2.5,1.6363636364,13
"39",2.8333333333,3.25,2.9090909091,12
"39",3.7777777778,4.375,3.7272727273,12
"39",2.1666666667,3.375,1.6363636364,14
"39",1.3333333333,2.875,2.1818181818,15
"39",3.1111111111,3.25,2,13
"39",3.2222222222,3.25,3.2727272727,10
"39",2.7777777778,2.875,3.0909090909,12
"39",2.1666666667,3.875,1.6363636364,12
"39",2.5,2.625,1.8181818182,2
"39",2.3333333333,2,2.3333333333,12
"39",1.1666666667,1.625,1.6363636364,14
"39",1.8333333333,2.625,2.9090909091,14
"39",2,3.5,1.5454545455,12
"39",2.5882352941,3.5,3.3333333333,12
"39",2,2,2.4,12
"39",1.3888888889,2.875,2.8181818182,12
"39",1.1666666667,2,3.3333333333,10
"39",2.2222222222,3,3.2727272727,23
"39",2.2777777778,2.625,2.3636363636,12
"39",3.6111111111,3.375,3.0909090909,14
"39",2.0555555556,2,2.5,10
"39",3.4444444444,4.125,2.1818181818,12
"39",2.2777777778,4.375,3.0909090909,14
"39",1.4444444444,2.875,2.4545454545,18
"40",3.3333333333,3.75,3.8181818182,12
"40",2.8333333333,4,4,24
"40",1.5,3.5,3.3636363636,12
"40",2.4444444444,2.75,3.5,12
"40",3,3.75,4,14
"40",1.8888888889,4.75,4.6363636364,14
"40",3.4444444444,4,3.5454545455,12
"40",2.2222222222,4,4,12
"40",1,1,1.1818181818,11
"40",2.6666666667,1,2.1666666667,15
"40",2,3.625,3.0909090909,13
"40",2.2777777778,3.125,3.4545454545,13
"40",3.1111111111,3,3.0909090909,11
"40",2.6666666667,1.5,4.6666666667,13
"40",2.0555555556,2.5,3.1,9
"40",2.7777777778,3,2.6363636364,11
"40",2.6666666667,3.375,3.2727272727,13
"40",3.9444444444,4,3.1666666667,10
"40",3.2777777778,4,3.1818181818,12
"40",3.2222222222,3.625,3.8181818182,12
"40",2.5555555556,3.5714285714,3.2727272727,13
"40",1.1666666667,1.625,1.2,15
"40",1.1666666667,4.625,2.5454545455,13
"40",2.3333333333,3,3,12
"40",3.8333333333,1,5,10
"40",2.4117647059,3.5,4,8
"40",3.3888888889,2.75,3,15
"40",1.3333333333,2.75,3.1818181818,8
"40",3,2,3.1666666667,12
"40",3.0555555556,4.875,4.7272727273,11
"40",1.8888888889,3.75,3.2727272727,10
"40",3.5882352941,4.125,2.9,11
"40",2.7222222222,4,3.5,12
"40",2.4444444444,1.625,1.2727272727,12
"40",3.2222222222,3.25,3.7272727273,11
"40",1.7777777778,1.5,2.4545454545,12
"40",2.8888888889,1.75,2.1818181818,14
"40",2.9444444444,3,4,12
"40",3.5555555556,3.25,4.8181818182,9
"40",1,2.875,3.6363636364,12
"40",2.2777777778,3.625,3.9090909091,12
"40",3.5,3.375,3.6363636364,24
"40",2.8823529412,3.5,3.2727272727,15
"40",2.8888888889,3.75,3.4545454545,16
"40",1.5,3.5,3.4545454545,24
"40",4.5,2,4.5,12
"40",2.7222222222,3.2857142857,3.3636363636,9
"40",1.8333333333,1.75,1.1818181818,12
"40",2.7777777778,1,1.3636363636,10
"40",3.1666666667,2.5,3.6666666667,12
"40",2.6666666667,4.25,3,12
"40",1.3846153846,4.3333333333,3.6363636364,10
"40",3.8333333333,3.875,3.7272727273,12
"40",2.2222222222,1.5,3.6666666667,12
"40",1.6666666667,2.25,1.8181818182,11
"40",1.5555555556,3.625,2.2727272727,10
"40",2.6666666667,3.75,2.5454545455,12
"40",2.6666666667,4.375,4.2727272727,11
